Flight_ID,Flight_Number,Flight_Date,Day_of_Week,Airline,Alliance,Origin,Origin_Country,Destination,Destination_Country,Route,Flight_Distance_KM,Route_Category,Aircraft_Type,Aircraft_Capacity,Aircraft_Age_Years,Passengers,Load_Factor,Flight_Hours,Season,Demand_Level,Competition_Index,Weather_Disruption,On_Time_Performance,Delay_Minutes,Average_Ticket_Price,Ticket_Revenue,Ancillary_Revenue,Cargo_Revenue,Total_Revenue,Fuel_Price_Per_Liter,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin,Profitable,Passenger_Satisfaction_Score,Market_Share_Pct
FL004488,SQ3968,2022-03-07,Monday,Singapore Airlines,Star Alliance,SIN,Singapore,NBO,Kenya,SIN-NBO,8280,Long Haul,Airbus A380-800,517,21.0,409,0.7928,10.2,Normal,Medium,3.0,0,73.6,0.0,,403741.29,28468.28,59605.03,491814.6,0.6390736010174938,80474.6,40523.3,31544.87,64512.7,6141.04,7029.57,25026.67,7775.89,3789.5,23223.93,5846.35,29419.83,11770.84,1318.67,338397.76,153416.84,31.19,1,8.9,9.6
FL004489,LH7882,2022-08-13,Saturday,Lufthansa,Star Alliance,FRA,Germany,NRT,Japan,FRA-NRT,9350,Long Haul,Airbus A330-300,277,18.0,172,0.6214,11.9,Peak,Low,,0,,10.0,948.04,163062.12,4444.87,71774.16,239281.15,0.7860693821771977,66279.05,26793.35,21243.29,19299.83,1396.51,6599.75,9996.02,4255.98,4654.39,16064.73,2088.18,32082.39,8159.29,449.42,219362.18,19918.97,8.32,1,8.0,
FL004490,EK7019,2023-12-13,Wednesday,Emirates,Non-Aligned,DXB,UAE,KWI,Kuwait,DXB-KWI,855,Short Haul,Airbus A320,180,9.0,144,0.8008,1.7,Peak,Medium,8.0,0,75.3,11.0,221.39,31879.48,5602.2,3762.99,41244.67,0.56737130020546,2500.49,1607.36,1430.2,7081.22,569.77,1798.44,1002.98,2746.34,373.17,2082.53,1809.93,17066.21,682.35,512.88,41263.87,-19.2,-0.05,0,8.3,14.4
FL004491,DL6999,2023-08-21,Monday,Delta Air Lines,SkyTeam,ATL,USA,DFW,USA,ATL-DFW,1140,Short Haul,Airbus A321,220,1.0,184,0.8405,2.2,Peak,Medium,1.0,0,91.0,0.0,360.87,66400.77,8439.63,,78012.68,0.63378570910169,4514.78,1741.17,1967.4,9505.61,615.93,1483.36,1703.01,2678.78,468.1,6201.14,3205.1,23637.61,3208.41,1205.57,62135.97,15876.71,20.35,1,,78.5
FL004492,EK9420,2023-04-23,Sunday,Emirates,Non-Aligned,DXB,UAE,NBO,Kenya,DXB-NBO,3650,Medium Haul,Airbus A321,220,10.0,154,0.7027,5.1,Shoulder,Medium,8.0,0,81.7,20.0,332.52,51208.34,5111.82,3565.0,59885.16,0.7577720927851261,11596.5,5812.71,5219.19,9384.3,863.85,3179.96,3455.29,3630.99,2011.36,4676.67,2123.12,11676.27,2321.41,406.27,66357.89,-6472.73,-10.81,0,,11.7
FL004493,AF9103,2022-02-27,Sunday,Air France,SkyTeam,CDG,France,ACC,Ghana,CDG-ACC,5220,Long Haul,Boeing 787-9,296,13.0,199,0.6755,6.4,Low,Medium,3.0,0,81.0,14.0,9.1,108318.08,8304.5,11211.86,127834.44,0.7047998575184432,27512.24,13581.18,9753.51,31960.2,3272.0,4489.2,9749.52,3867.8,2853.03,6735.57,2481.28,36346.37,4027.64,593.37,157222.91,-29388.47,-22.99,0,8.0,29.5
FL004494,AF9747,2024-04-03,Wednesday,Air France,SkyTeam,CDG,France,CAI,Egypt,CDG-CAI,3210,Medium Haul,Boeing 787-9,296,1.0,220,0.7435,4.3,Shoulder,Medium,3.0,1,91.2,0.0,376.06,82733.26,16381.84,22767.31,121882.41,0.7115452963780446,20566.94,6871.45,6275.44,32007.55,2581.29,5248.94,5387.78,3467.79,1561.29,6876.4,2442.68,32710.19,1851.29,1362.16,129211.19,-7328.78,-6.01,0,9.4,28.6
FL004495,BA6021,2024-07-01,Monday,British Airways,OneWorld,LHR,UK,NBO,Kenya,LHR-NBO,6820,Long Haul,Airbus A350-900,325,17.0,247,0.7605,8.9,Peak,Medium,,0,92.6,22.0,917.57,226640.82,17598.59,15796.73,260036.14,0.5512275119128958,33927.68,15677.12,14696.32,43396.55,3101.16,7441.46,14170.97,3670.79,3129.66,12442.26,4440.93,38345.8,9483.03,732.28,204656.01,55380.13,21.3,1,8.3,18.8
FL004496,CX1043,2023-11-09,Thursday,Cathay Pacific,OneWorld,HKG,,BKK,Thailand,HKG-BKK,1720,Medium Haul,Boeing 787-9,296,2.0,230,0.7802,2.6,Normal,Medium,4.0,0,78.6,16.0,219.79,50551.06,10147.78,22991.35,83690.19,0.7486948528601424,14256.75,4022.91,4154.39,35512.91,2437.55,5459.11,6136.1,4886.23,782.34,2701.3,3818.01,33458.11,2451.52,1030.77,121108.0,-37417.81,-44.71,0,8.5,13.1
FL004497,CX1940,2023-01-14,Saturday,Cathay Pacific,OneWorld,HKG,Hong Kong,JFK,USA,HKG-JFK,12990,Long Haul,Airbus A350-900,325,8.0,188,0.5802,16.1,Low,Low,6.0,0,82.5,0.0,835.68,157107.89,4758.88,20731.64,182598.41,,95545.23,24861.01,25646.4,39809.85,3396.38,7291.53,10753.11,2746.59,5353.82,10226.49,1153.18,24750.18,7853.7,1137.17,260524.64,-77926.23,-42.68,0,8.6,14.4
FL004498,SQ6816,2024-07-05,Friday,Singapore Airlines,Star Alliance,SIN,Singapore,CDG,France,SIN-CDG,10740,Long Haul,Boeing 787-9,296,19.0,294,0.9945,13.9,Peak,High,3.0,0,73.6,11.0,1409.82,414487.12,10398.0,14741.38,439626.5,0.7002254220953789,67018.38,32034.92,19800.15,30051.91,2566.55,6651.96,16375.57,5436.79,4446.72,38392.58,5083.97,19277.07,12442.5,1796.53,261375.6,178250.9,40.55,1,8.0,31.7
FL004499,BA3963,2022-07-18,Monday,British Airways,OneWorld,LHR,UK,IST,Turkey,LHR-IST,2510,Medium Haul,Boeing 787-9,296,5.0,265,0.8975,3.6,Peak,High,9.0,1,63.6,7.0,442.52,117267.22,14526.2,12478.01,144271.43,0.869218051282189,20778.74,4595.03,5677.1,34983.7,2987.73,4620.13,6132.15,4608.83,1290.47,9837.94,3837.97,18596.67,6289.2,614.46,124850.12,19421.31,13.46,1,8.0,13.1
FL004500,AA8528,2024-01-22,Monday,American Airlines,OneWorld,JFK,USA,MAD,Spain,JFK-MAD,5770,Long Haul,Boeing 787-9,296,4.0,139,0.4722,7.5,Low,Low,6.0,0,77.7,3.0,330.36,45919.79,10659.38,10875.75,67454.92,0.7807534105687831,41138.88,12145.42,13320.03,33761.96,2957.3,8787.74,6608.46,2192.09,3018.5,2501.38,1466.38,25446.96,938.48,350.09,154633.67,-87178.75,-129.24,0,7.9,
FL004501,QF3990,2022-05-29,Sunday,Qantas,OneWorld,SYD,Australia,PER,Australia,SYD-PER,2700,Medium Haul,Boeing 787-9,296,12.0,215,0.7296,4.2,Shoulder,Medium,9.0,0,77.4,11.0,360.48,77502.86,7545.84,19182.0,104230.7,0.8089300761609339,22126.62,6912.67,7258.11,36251.47,2761.97,4708.71,5440.85,4292.13,1521.31,4359.61,2336.93,17816.33,3982.86,782.95,120552.52,-16321.82,-15.66,0,7.8,
FL004502,AA9775,2022-06-10,Friday,American Airlines,OneWorld,JFK,USA,SCL,Chile,JFK-SCL,8530,Long Haul,Airbus A350-900,325,6.0,283,0.8708,10.8,Peak,High,7.0,0,94.8,1.0,1285.53,363804.43,20684.38,38069.82,422558.63,0.8698438230637973,59799.03,17265.5,17846.04,44042.67,3688.57,6533.22,15789.3,3537.4,4232.72,24532.11,4348.08,32456.68,19584.57,904.14,254560.03,167998.6,39.76,1,8.3,5.0
FL004503,AA2903,2024-06-15,Saturday,American Airlines,OneWorld,JFK,USA,GRU,Brazil,JFK-GRU,9470,Long Haul,Boeing 787-9,296,18.0,266,0.8989,11.8,Peak,High,3.0,0,58.7,24.0,2179.0,579614.94,13091.11,,667746.32,,73160.54,26118.39,16694.56,33790.34,2388.08,12004.8,16206.44,6078.21,4130.99,57331.9,2874.73,20000.01,19849.96,709.91,291338.86,376407.46,56.37,1,7.5,12.6
FL004504,EK4447,2022-11-01,Tuesday,Emirates,Non-Aligned,DXB,UAE,GRU,Brazil,DXB-GRU,11250,Long Haul,Airbus A330-300,277,14.0,221,0.799,13.6,Normal,Medium,4.0,1,88.2,32.0,1008.69,222919.55,18744.07,42552.75,284216.37,0.5727973341141965,55548.55,27202.39,23079.8,20179.49,1663.34,7761.22,10704.57,6267.46,4789.91,13510.63,1694.22,14150.73,12625.07,1082.06,200259.44,83956.93,29.54,1,9.2,16.1
FL004505,CX7801,2023-12-24,Sunday,Cathay Pacific,OneWorld,HKG,Hong Kong,SYD,Australia,HKG-SYD,7380,Long Haul,Airbus A380-800,517,5.0,447,0.8657,9.2,Peak,High,5.0,0,95.2,5.0,1084.77,484893.17,12935.17,30853.77,528682.11,0.6026869619016918,69511.67,26464.76,23212.9,60307.03,5971.13,7938.35,24400.44,6743.4,3349.58,45999.07,3111.91,29489.9,19870.64,2399.19,328769.97,199912.14,37.81,1,8.8,12.8
FL004506,LH6163,2022-12-10,Saturday,Lufthansa,Star Alliance,FRA,Germany,JFK,USA,FRA-JFK,6200,Long Haul,Boeing 777-300ER,396,2.0,319,0.808,8.3,Peak,Medium,,0,79.5,16.0,842.22,268667.0,20685.17,80130.68,369482.85,0.635790268503996,50379.26,17399.74,18397.66,50614.83,4325.9,7397.83,16596.01,4576.65,2986.21,20704.04,1903.67,33047.99,6072.53,2227.0,236629.32,132853.53,35.96,1,,12.4
FL004507,CX4281,2022-08-05,Friday,Cathay Pacific,OneWorld,HKG,Hong Kong,BOM,India,HKG-BOM,4210,Medium Haul,Airbus A321,220,17.0,162,0.7394,5.9,Peak,Medium,8.0,0,86.7,21.0,481.94,78074.78,3975.99,19171.26,101222.03,0.6439885782273461,11754.04,6165.25,5364.38,9056.02,752.23,4277.02,3167.52,2429.5,2090.0,6280.88,2094.62,16105.51,1666.46,797.19,72000.62,29221.41,28.87,1,,10.0
FL004508,AF1967,2024-04-04,Thursday,Air France,SkyTeam,CDG,France,CAI,Egypt,CDG-CAI,3210,Medium Haul,Boeing 767-300ER,218,12.0,187,0.8619,4.5,Shoulder,High,3.0,0,89.2,0.0,776.58,145220.04,14462.0,4703.21,164385.25,0.7055958515943159,18827.39,7168.18,6012.96,15377.36,1075.39,5166.61,5184.38,4264.16,1869.01,14424.26,2362.21,16133.07,4807.41,634.31,103306.7,61078.55,37.16,1,8.6,7.4
FL004509,BA4048,2023-03-17,Friday,British Airways,OneWorld,LHR,UK,FCO,Italy,LHR-FCO,1440,Short Haul,Boeing 737-800,189,20.0,135,0.7163,2.2,Normal,Medium,5.0,0,81.3,0.0,324.74,43839.62,7523.69,,51881.79,0.7414074413916653,4887.72,2054.56,2095.53,7812.51,672.5,2246.19,1025.47,2871.34,843.79,2923.74,1441.33,12988.57,1510.21,742.64,44116.1,7765.69,14.97,1,8.9,27.2
FL004510,CX7089,2024-06-03,Monday,Cathay Pacific,OneWorld,HKG,Hong Kong,PEK,China,HKG-PEK,1970,Medium Haul,Airbus A321,220,,161,0.7324,3.3,Peak,Medium,,0,77.4,,377.11,60714.27,12446.37,3576.94,76737.58,0.7918567099204912,7740.14,2431.26,2729.62,9171.85,758.72,5691.42,4409.29,,940.02,3569.35,2692.44,19454.29,3068.5,540.5,66188.6,10548.98,13.75,1,,20.5
FL004511,BA5690,2023-01-18,Wednesday,British Airways,OneWorld,LHR,UK,IST,Turkey,LHR-IST,2510,Medium Haul,Airbus A321,220,16.0,154,0.7004,3.8,Low,Medium,4.0,1,86.1,63.0,238.7,36759.34,3636.63,12173.32,52569.29,0.8138461310024188,9841.38,3632.63,3932.67,9084.13,814.2,3707.49,3881.21,2661.91,1087.49,2681.1,2531.83,19806.26,975.2,955.78,65593.28,-13023.99,-24.77,0,7.5,31.2
FL004512,CX9217,2023-07-27,Thursday,Cathay Pacific,OneWorld,HKG,Hong Kong,SYD,Australia,HKG-SYD,7380,Long Haul,Airbus A380-800,517,8.0,382,0.7392,9.5,Peak,Medium,5.0,0,73.8,3.0,1158.78,442653.58,15681.86,64467.08,522802.52,0.6898475969872272,72679.65,28609.95,25267.28,64354.48,4661.86,5172.04,21790.79,9307.94,3863.74,32154.73,5162.36,44858.39,9353.6,1571.02,328807.83,193994.69,37.11,1,,21.3
FL004513,CX8107,2024-05-24,Friday,Cathay Pacific,OneWorld,HKG,Hong Kong,DEL,India,HKG-DEL,3700,Medium Haul,Airbus A321,220,9.0,194,0.8854,5.2,Shoulder,High,4.0,0,78.1,0.0,592.78,114999.06,4991.89,10849.13,130840.08,0.5841085917535326,9999.93,5340.41,4989.52,8881.12,676.83,3486.81,4143.96,2679.74,1972.42,10792.16,3117.58,11160.06,4478.57,702.02,72421.13,58418.95,44.65,1,8.9,22.3
FL004514,LH5724,2023-08-14,Monday,Lufthansa,Star Alliance,FRA,Germany,SIN,Singapore,FRA-SIN,10240,Long Haul,Boeing 787-9,296,20.0,224,0.759,12.6,Peak,Medium,1.0,0,64.2,7.0,,336042.99,12900.57,42413.59,391357.15,,64473.38,28083.53,22600.33,31239.51,2739.11,10336.83,11523.26,5307.31,5816.88,29696.62,2606.83,20605.93,17355.92,708.89,253094.33,138262.82,35.33,1,9.0,33.5
FL004515,SQ9803,2024-07-08,Monday,Singapore Airlines,Star Alliance,SIN,Singapore,BOM,India,SIN-BOM,4370,Medium Haul,Boeing 787-9,296,11.0,251,0.8501,6.0,Peak,High,6.0,0,83.4,0.0,,315531.8,7312.09,20545.38,343389.27,0.7923129267805743,28631.34,9077.04,10599.75,33424.18,2693.02,3437.09,6780.64,4840.61,2290.8,17991.52,3762.06,19482.41,17321.19,1431.04,161762.69,181626.58,52.89,1,8.1,25.5
FL004516,BA5805,2024-10-17,Thursday,British Airways,OneWorld,LHR,UK,MAD,Spain,LHR-MAD,1260,Short Haul,Airbus A320,180,8.0,128,1.0169,2.1,Shoulder,Medium,9.0,0,97.7,82.0,230.61,29517.45,4679.07,2299.8,36496.32,0.7920650676899487,4518.65,1611.31,1895.84,7118.29,535.34,2373.52,1242.93,1781.46,587.93,2441.83,1730.52,20033.21,1454.65,387.53,47713.01,-11216.69,-30.73,0,8.3,3.0
FL004517,CX6845,2024-12-29,Sunday,Cathay Pacific,OneWorld,HKG,Hong Kong,CDG,France,HKG-CDG,9630,Long Haul,Airbus A330-300,277,8.0,258,0.932,12.5,Peak,High,4.0,0,88.1,0.0,1880.55,485180.71,17551.1,76824.31,579556.12,0.7169194265552902,58881.21,24352.21,22558.62,18958.74,1920.4,7965.67,14018.27,5058.93,4877.97,46429.23,1366.31,22104.77,22345.68,696.78,251534.79,328021.33,56.6,1,8.9,15.1
FL004518,QF1758,2024-11-29,Friday,Qantas,OneWorld,SYD,Australia,PER,Australia,SYD-PER,2700,Medium Haul,Airbus A321,220,11.0,163,0.745,4.3,Normal,Medium,2.0,0,63.5,34.0,360.13,58700.87,5961.44,23235.55,87897.86,0.5892317534548122,8080.38,3700.2,4685.2,9653.06,832.8,3249.02,4653.93,3009.66,1257.19,4522.06,2021.33,12519.88,1689.48,865.07,60739.26,27158.6,30.9,1,7.3,
FL004519,LH5357,2022-11-15,Tuesday,Lufthansa,Star Alliance,FRA,Germany,JNB,South Africa,FRA-JNB,9000,Long Haul,Airbus A350-900,325,9.0,259,0.7984,11.5,Normal,Medium,2.0,0,,0.0,1121.98,290594.09,20474.33,65150.73,376219.15,0.7838488645117329,55010.9,22292.89,19298.85,42743.51,3773.2,8775.2,14796.25,4680.69,4366.6,14652.48,2128.24,25235.6,9547.86,1681.19,228983.46,147235.69,39.14,1,8.9,
FL004520,AA1984,2022-12-08,Thursday,American Airlines,OneWorld,JFK,USA,MIA,USA,JFK-MIA,1760,Medium Haul,Airbus A330-300,277,6.0,277,1.06,2.7,Peak,High,1.0,0,66.6,0.0,586.51,162463.43,22994.43,17908.53,203366.39,0.6775103253337117,12148.96,4356.96,4081.12,18507.56,1859.54,3282.39,6696.42,6003.49,809.47,12241.09,2568.6,23215.61,4871.72,1587.18,102230.11,101136.28,49.73,1,9.0,79.9
FL004521,BA1412,2022-01-03,Monday,British Airways,OneWorld,LHR,UK,MAN,UK,LHR-MAN,280,Short Haul,Airbus A320,180,21.0,108,0.6028,0.8,Low,Low,9.0,0,69.3,19.0,45.0,4860.0,5079.2,3828.94,13768.14,,1321.9,697.73,642.78,7349.57,652.62,2301.26,,2097.56,160.58,363.57,1280.43,12411.64,239.92,259.8,30597.19,-16829.05,-122.23,0,8.9,4.0
FL004522,TK2101,2024-05-08,Wednesday,Turkish Airlines,Star Alliance,IST,Turkey,DEL,India,IST-DEL,5070,Long Haul,Boeing 777-300ER,396,1.0,250,0.6322,6.6,Shoulder,Low,9.0,0,89.9,0.0,459.13,114782.31,17811.82,63541.83,196135.96,0.8111098797055343,46343.74,11983.96,15601.04,54184.79,4524.15,7051.46,12739.83,5491.62,2651.53,7072.64,2969.43,34279.49,6877.22,1289.03,213059.93,-16923.97,-8.63,0,8.7,
FL004523,EK8926,2022-08-03,Wednesday,Emirates,Non-Aligned,DXB,UAE,CMB,Sri Lanka,DXB-CMB,2850,Medium Haul,Boeing 787-9,296,20.0,230,0.7772,3.9,Peak,Medium,4.0,0,,0.0,738.36,169821.65,13197.55,10567.89,193587.09,0.8057918262797247,21115.54,7075.59,6292.34,32900.46,2073.99,4325.81,5875.02,4264.95,1581.36,10743.57,1577.49,14978.44,8606.02,1549.55,122960.13,70626.96,36.48,1,7.8,17.2
FL004524,LH2983,2024-07-01,Monday,Lufthansa,Star Alliance,FRA,Germany,LOS,Nigeria,FRA-LOS,5240,Long Haul,Boeing 777-300ER,396,14.0,384,0.9714,6.9,Peak,High,9.0,0,94.9,20.0,671.1,257700.51,23502.17,68050.1,349252.78,0.7588694351890657,45837.6,16234.99,15295.75,51599.53,4296.27,7563.9,20501.02,6807.94,2620.94,15483.77,3119.71,39545.14,14826.92,1311.15,245044.63,104208.15,29.84,1,8.1,3.5
FL004525,SQ8665,2024-03-12,Tuesday,Singapore Airlines,Star Alliance,SIN,Singapore,DEL,India,SIN-DEL,4140,Medium Haul,Boeing 787-9,296,14.0,170,0.5773,5.4,Normal,Low,5.0,0,94.2,0.0,380.66,64711.59,7199.06,20229.91,92140.56,0.6486730102972014,21632.92,10079.28,8518.04,36287.04,2481.66,3866.17,4282.28,2555.68,2286.66,6436.33,1734.49,16077.17,3638.28,703.99,120579.99,-28439.43,-30.87,0,7.9,7.6
FL004526,BA1916,2024-10-16,Wednesday,British Airways,OneWorld,LHR,UK,CDG,France,LHR-CDG,340,Short Haul,Boeing 737-800,189,1.0,154,0.8199,1.2,Shoulder,Medium,2.0,0,66.0,36.0,84.74,13049.92,11295.79,965.66,25311.37,0.5632279728129332,1756.4,829.75,966.84,8078.96,586.87,2201.04,1122.82,4406.48,196.82,810.0,2083.28,12491.11,345.73,849.61,36725.71,-11414.34,-45.1,0,8.7,52.2
FL004527,DL6121,2024-08-21,Wednesday,Delta Air Lines,SkyTeam,ATL,USA,NRT,Japan,ATL-NRT,11270,Long Haul,Boeing 777-300ER,396,4.0,346,0.8755,14.0,Peak,High,6.0,0,70.4,9.0,1830.88,633483.29,10884.35,24913.01,669280.65,0.5992397680436821,78192.43,28174.54,30118.37,47719.17,3368.61,7987.6,20570.91,5739.56,5083.43,36348.98,3464.71,40044.57,30722.63,1828.68,339364.19,329916.46,49.29,1,8.7,11.6
FL004528,EK2041,2024-08-02,Friday,Emirates,Non-Aligned,DXB,UAE,MAD,Spain,DXB-MAD,5850,Long Haul,Boeing 777-300ER,396,9.0,275,0.6963,7.7,Peak,Medium,6.0,0,73.5,0.0,593.22,163135.67,7320.97,42878.12,213334.76,0.647684353295612,46949.05,15795.69,16188.1,49485.43,4579.82,7254.66,15448.3,6421.11,3104.22,13063.16,4133.08,24071.68,3595.06,864.54,210953.9,2380.86,1.12,1,7.3,26.2
FL004529,CX6189,2022-11-01,Tuesday,Cathay Pacific,OneWorld,HKG,Hong Kong,ICN,South Korea,HKG-ICN,2080,Medium Haul,Boeing 767-300ER,218,6.0,139,0.6384,2.9,Normal,Low,7.0,0,86.3,0.0,229.39,31885.3,5609.88,24093.85,61589.03,0.6810713461986847,10688.99,4524.76,3994.45,15460.82,1047.84,4933.71,3148.43,2897.18,1062.39,1607.02,2144.96,13027.77,1590.6,402.05,66530.97,-4941.94,-8.02,0,,11.5
FL004530,SQ2249,2024-11-15,Friday,Singapore Airlines,Star Alliance,SIN,Singapore,FRA,Germany,SIN-FRA,10240,Long Haul,Boeing 787-9,296,16.0,194,0.6582,12.7,Normal,Medium,6.0,0,85.2,35.0,988.45,191759.86,8705.61,48969.05,249434.52,0.6617222279253905,52227.85,22388.66,20006.95,32335.28,2541.24,10046.07,10895.17,5569.17,3760.03,16613.14,2954.89,25422.48,7127.71,393.61,212282.25,37152.27,14.89,1,8.3,7.8
FL004531,BA1731,2024-11-02,Saturday,British Airways,OneWorld,LHR,UK,ACC,Ghana,LHR-ACC,5360,Long Haul,Airbus A380-800,517,21.0,449,0.8701,7.1,Normal,High,6.0,0,89.6,12.0,616.93,277001.27,25455.65,24419.11,326876.03,0.6627430826602893,57138.59,26443.88,18288.54,64347.11,4891.5,8354.81,24493.49,10963.58,2276.09,20639.28,7316.95,48218.12,14440.89,2789.64,310602.47,16273.56,4.98,1,8.5,25.5
FL004532,EK9196,2022-07-31,Sunday,Emirates,Non-Aligned,DXB,UAE,BLR,India,DXB-BLR,2470,Medium Haul,Airbus A330-300,277,,251,0.907,3.6,Peak,High,4.0,0,71.6,0.0,546.03,137052.71,11404.37,20567.11,169024.19,0.6402884314972286,16800.77,5080.5,5543.33,19832.61,1434.87,4439.62,5885.55,,1297.71,8492.91,3538.36,28018.42,4014.17,599.44,110419.38,58604.81,34.67,1,8.3,32.9
FL004533,EK5679,2023-08-06,Sunday,Emirates,Non-Aligned,DXB,UAE,MCT,Oman,DXB-MCT,390,Short Haul,Airbus A320,180,5.0,146,0.8115,1.4,Peak,Medium,9.0,1,83.2,20.0,69.9,10205.5,11233.66,2244.99,23684.15,0.8229060051914274,3128.27,1123.18,1070.03,6934.29,606.37,1922.71,1166.93,3121.27,176.61,981.82,1770.93,20086.01,438.57,921.9,43448.89,-19764.74,-83.45,0,8.5,19.2
FL004534,SQ8990,2024-03-20,Wednesday,Singapore Airlines,Star Alliance,SIN,Singapore,NBO,Kenya,SIN-NBO,8280,Long Haul,Airbus A330-300,277,19.0,215,0.7792,10.7,Normal,Medium,9.0,0,75.0,0.0,606.58,130413.94,16616.93,,222656.24,0.8227861788571511,55299.73,24195.34,19850.86,20479.62,1710.94,10031.68,12242.98,4938.76,4141.73,11194.83,2736.2,19603.14,4223.56,784.25,191433.62,31222.62,14.02,1,8.5,14.7
FL004535,EK4262,2024-06-12,Wednesday,Emirates,Non-Aligned,DXB,UAE,CAI,Egypt,DXB-CAI,2410,Medium Haul,Airbus A321,220,12.0,165,0.7512,3.7,Peak,Medium,6.0,0,90.6,33.0,657.86,108546.27,3689.9,3237.84,115474.01,0.8630491843150716,10336.1,2903.37,3286.84,7949.18,725.77,4479.14,4500.53,2874.69,1000.54,7536.03,1184.23,14262.2,4434.06,1114.34,66587.02,48886.99,42.34,1,7.3,7.4
FL004536,BA2266,2023-12-17,Sunday,British Airways,OneWorld,LHR,UK,BCN,Spain,LHR-BCN,1140,Short Haul,Airbus A321,220,11.0,170,0.7745,2.2,Peak,Medium,1.0,0,81.1,54.0,276.33,46976.39,6218.03,456.0,53650.42,0.6269762665657086,4262.47,2036.18,2061.5,9015.97,791.47,2344.12,1200.84,2856.76,562.34,2792.78,1706.78,26859.24,2670.26,711.44,59872.15,-6221.73,-11.6,0,8.4,19.9
FL004537,TK8438,2022-02-07,Monday,Turkish Airlines,Star Alliance,IST,Turkey,ADD,Ethiopia,IST-ADD,3490,Medium Haul,Boeing 767-300ER,218,11.0,133,0.6124,4.4,Low,Low,9.0,0,75.3,0.0,268.17,35666.62,10058.74,22313.54,68038.9,0.734497640816309,16557.46,7744.03,5117.3,15454.64,1083.93,4194.6,3569.45,2352.81,2097.82,1805.15,2107.78,24489.88,1933.64,779.76,89288.25,-21249.35,-31.23,0,8.8,13.7
FL004538,CX8948,2022-12-02,Friday,Cathay Pacific,OneWorld,HKG,Hong Kong,NRT,Japan,HKG-NRT,2890,Medium Haul,Boeing 787-9,296,14.0,222,0.7513,4.2,Peak,Medium,2.0,1,76.3,0.0,968.97,215111.41,,20040.24,242245.95,0.655587359632412,17638.07,7382.34,6820.4,31009.32,2379.94,5200.61,4981.47,5628.96,1482.89,15466.31,1234.85,23540.64,11546.09,1336.59,135648.48,106597.47,44.0,1,9.1,25.7
FL004539,CX8700,2023-06-23,Friday,Cathay Pacific,OneWorld,HKG,Hong Kong,LHR,UK,HKG-LHR,9640,Long Haul,Airbus A330-300,277,,255,0.9224,12.3,Peak,High,3.0,0,94.2,26.0,1256.4,320382.8,14168.78,17478.08,352029.66,0.780303522870905,66858.98,26155.62,19365.24,19260.04,1746.43,8862.51,14471.91,3717.63,4908.61,30060.75,4282.99,15320.37,10195.25,588.55,225794.88,126234.78,35.86,1,8.8,5.7
FL004540,AA3189,2023-09-19,Tuesday,American Airlines,OneWorld,JFK,USA,SFO,USA,JFK-SFO,4150,Medium Haul,Boeing 787-9,296,2.0,244,0.8266,5.6,Shoulder,Medium,1.0,0,94.9,0.0,598.82,146111.03,7159.99,5156.13,158427.15,0.7372046109983702,29185.2,8640.43,8294.69,34792.38,2675.47,4999.77,6254.7,4559.57,2461.69,13740.85,3392.07,30087.06,3388.33,925.43,153397.64,5029.51,3.17,1,9.3,41.7
FL004541,BA1426,2024-05-22,Wednesday,British Airways,OneWorld,LHR,UK,YYZ,Canada,LHR-YYZ,5700,Long Haul,Airbus A350-900,325,,253,0.779,7.5,Shoulder,Medium,2.0,0,,32.0,538.5,136241.51,14059.96,34832.24,185133.71,0.7920906900324033,38474.14,15917.49,11462.59,43795.11,3972.91,8659.47,14936.15,4258.85,2881.27,9284.65,1562.57,23179.76,3951.32,1502.9,183839.18,1294.53,0.7,1,7.5,40.7
FL004542,AA5526,2023-12-01,Friday,American Airlines,OneWorld,JFK,USA,ATL,USA,JFK-ATL,1200,Short Haul,Airbus A321,220,3.0,208,0.9473,1.9,Peak,High,6.0,0,55.0,,485.5,100984.59,16516.44,,118340.66,0.7384658198473779,4091.53,1579.63,1674.14,8698.29,782.51,1929.87,1782.29,5662.52,630.4,6742.73,2274.29,20280.43,3628.09,608.7,60365.42,57975.24,48.99,1,9.2,
FL004543,EK6255,2022-04-13,Wednesday,Emirates,Non-Aligned,DXB,UAE,BOM,India,DXB-BOM,1940,Medium Haul,Airbus A330-300,277,7.0,205,0.7405,3.2,Shoulder,Medium,7.0,0,85.1,24.0,338.95,69485.58,6912.04,4246.06,80643.68,0.7167640578625953,16588.85,5374.9,5177.74,20748.45,1382.91,4356.85,5166.26,2973.49,1076.51,6243.94,1283.07,29823.85,4010.38,1318.08,105525.28,-24881.6,-30.85,0,8.6,11.9
